fecha,año,mes,ciudad_origen,ciudad_destino,tipo_transporte,tipo_carga,empresa_transportadora,peso_kg,distancia_km,tiempo_planificado_horas,tiempo_real_horas,retraso_horas,costo_cop,estado_entrega,temperatura_celsius,numero_paradas,calificacion_servicio
2024-12-09,2024,12,Popayán,Pasto,Marítimo,Sobredimensionada,CargoNacional,49221.29,1857.2,50.9,48.6,0.0,148723512,Entregado,,0,4.8
2022-09-06,2022,9,Ibagué,Bogotá,Marítimo,Sobredimensionada,CargoNacional,22914.08,504.6,73.7,75.2,1.5,7662485,Retrasado,,0,3.9
2020-07-25,2020,7,Bucaramanga,Pereira,Marítimo,Refrigerada,CargoRápido,13216.17,758.0,116.0,120.7,4.7,10545326,Retrasado,0.4,0,3.3
2022-01-17,2022,1,Armenia,Pereira,Marítimo,Sobredimensionada,CargoNacional,28613.34,1964.8,89.9,123.2,33.3,176380747,Entregado,,0,1.8
2024-10-19,2024,10,Pereira,Barranquilla,Aéreo,Refrigerada,TransAndino,40302.85,376.6,5.0,7.5,2.5,160631370,Entregado,4.4,0,3.3
2021-09-06,2021,9,Cartagena,Pasto,Terrestre,Sobredimensionada,LogiExpress,34558.1,137.1,1.9,2.2,0.3,9829543,Entregado,,3,4.2
2021-06-16,2021,6,Bucaramanga,Pereira,Marítimo,Peligrosa,TransColombia S.A.,20646.87,896.9,89.2,109.2,20.0,45132425,Entregado,,0,1.8
2024-05-17,2024,5,Cartagena,Pereira,Marítimo,Líquidos,TransAndino,38759.74,1059.8,31.5,38.7,7.2,100173899,Entregado,,0,3.4
2023-08-04,2023,8,Villavicencio,Bucaramanga,Fluvial,Líquidos,LogiCosta,20298.16,739.6,16.7,17.4,0.7,31856287,Entregado,,0,4.2
2023-05-24,2023,5,Manizales,Pereira,Marítimo,Sobredimensionada,CargaSur,37419.99,1185.6,67.2,61.6,0.0,103774773,Entregado,,0,4.2
2021-05-30,2021,5,Neiva,Villavicencio,Terrestre,Refrigerada,CargoNacional,19912.57,188.6,2.4,2.7,0.3,2383110,Entregado,5.0,4,4.3
2020-06-19,2020,6,Medellín,Bucaramanga,Aéreo,General,LogiNorte,15537.6,447.4,3.7,4.6,0.9,26926631,En Tránsito,,0,3.5
2023-09-20,2023,9,Bucaramanga,Popayán,Marítimo,Sobredimensionada,TransAndino,48751.58,1219.0,50.2,55.8,5.6,223860504,Entregado,,0,2.7
2023-05-08,2023,5,Santa Marta,Neiva,Fluvial,Líquidos,CargoRápido,15552.1,375.7,44.4,60.5,16.1,12805383,En Tránsito,,0,1.4
2021-09-13,2021,9,Bogotá,Medellín,Aéreo,Peligrosa,ExpressTrans,23512.98,208.3,7.5,11.0,3.5,25022232,Entregado,,0,2.9
2021-08-22,2021,8,Pasto,Barranquilla,Terrestre,Líquidos,CargaSur,9509.69,1329.1,23.1,22.5,0.0,28910505,Entregado,,5,4.4
2022-02-13,2022,2,Barranquilla,Bucaramanga,Terrestre,Sobredimensionada,MoviCarga,25878.84,1209.9,18.7,24.0,5.3,36936196,Entregado,,5,3.2
2024-07-14,2024,7,Cartagena,Santa Marta,Aéreo,General,CargoNacional,6917.54,310.4,4.7,5.2,0.5,19257609,Entregado,,0,3.8
2020-11-07,2020,11,Bogotá,Pasto,Terrestre,Refrigerada,LogiExpress,14177.52,231.3,4.0,3.2,0.0,2379079,Retrasado,-4.8,1,4.3
2021-09-30,2021,9,Villavicencio,Armenia,Fluvial,Peligrosa,TransAndino,34877.05,170.6,16.8,22.3,5.5,6520059,Entregado,,0,2.9
2023-01-17,2023,1,Santa Marta,Cali,Aéreo,Peligrosa,LogiNorte,41429.78,322.0,6.6,6.4,0.0,125870099,En Tránsito,,0,4.7
2020-03-09,2020,3,Barranquilla,Ibagué,Terrestre,Líquidos,MoviCarga,23693.99,1038.1,19.8,20.3,0.5,50986825,Entregado,,0,4.2
2023-01-30,2023,1,Ibagué,Medellín,Marítimo,Sobredimensionada,ExpressTrans,10016.31,1808.8,106.9,101.8,0.0,17618429,Entregado,,0,4.3
2020-12-08,2020,12,Villavicencio,Cartagena,Terrestre,Sobredimensionada,MoviCarga,545.6,110.9,1.6,1.8,0.2,120441,En Tránsito,,2,4.3
2021-05-24,2021,5,Cali,Ibagué,Terrestre,Líquidos,CargaSur,46549.35,1495.6,23.0,19.4,0.0,146996588,En Tránsito,,5,4.5
2020-08-07,2020,8,Cali,Ibagué,Aéreo,Peligrosa,CargoRápido,39449.24,956.7,6.8,7.5,0.7,162343152,Devuelto,,0,3.9
2020-10-02,2020,10,Cartagena,Bogotá,Fluvial,Sobredimensionada,CargoRápido,14806.26,603.1,23.4,21.8,0.0,21180598,Entregado,,0,4.3
2024-08-29,2024,8,Pasto,Popayán,Aéreo,General,CargoRápido,7835.77,495.7,3.6,3.8,0.2,8334391,Entregado,,0,3.9
2021-01-14,2021,1,Popayán,Bogotá,Marítimo,Líquidos,MoviCarga,16102.64,407.7,116.8,160.4,43.6,8179282,En Tránsito,,0,2.1
2020-11-11,2020,11,Pasto,Cartagena,Marítimo,Sobredimensionada,CargaSur,5612.16,1189.4,30.4,42.1,11.7,7767454,Entregado,,0,1.3
2022-09-21,2022,9,Barranquilla,Medellín,Terrestre,Líquidos,LogiNorte,32930.27,812.4,11.9,11.7,0.0,37878538,Retrasado,,4,4.7
2020-01-27,2020,1,Popayán,Barranquilla,Fluvial,General,TransAndino,40070.9,189.5,45.5,66.3,20.8,16008523,Retrasado,,0,2.1
2024-08-13,2024,8,Pasto,Cartagena,Terrestre,General,ExpressTrans,3988.98,363.1,6.0,5.2,0.0,1560715,Entregado,,3,4.2
2022-12-13,2022,12,Manizales,Barranquilla,Aéreo,Líquidos,CargoRápido,20817.71,305.5,5.8,6.1,0.3,45354661,En Tránsito,,0,4.4
2020-12-07,2020,12,Villavicencio,Cali,Fluvial,Líquidos,CargaSur,32910.84,497.0,48.0,69.8,21.8,69881550,En Tránsito,,0,2.5
2024-09-26,2024,9,Bucaramanga,Santa Marta,Fluvial,Peligrosa,LogiCosta,12112.06,504.7,34.5,40.9,6.4,19632290,Entregado,,0,3.0
2022-03-24,2022,3,Bogotá,Villavicencio,Terrestre,Peligrosa,LogiCosta,913.49,245.9,3.3,2.7,0.0,665118,Retrasado,,1,4.9
2020-02-14,2020,2,Villavicencio,Popayán,Marítimo,Líquidos,CargoRápido,27860.52,1874.1,38.9,32.1,0.0,65052639,Entregado,,0,4.4
2023-04-07,2023,4,Barranquilla,Cartagena,Marítimo,Peligrosa,LogiExpress,28567.31,1267.4,44.9,38.3,0.0,54036008,En Tránsito,,0,4.5
2023-11-13,2023,11,Neiva,Pasto,Terrestre,Líquidos,ExpressTrans,1964.84,1222.1,22.1,29.7,7.6,6734681,Entregado,,2,2.8
2024-07-31,2024,7,Pereira,Santa Marta,Terrestre,Refrigerada,LogiCosta,46439.79,969.1,14.8,12.4,0.0,81501821,Retrasado,-0.8,4,4.1
2022-10-25,2022,10,Neiva,Barranquilla,Aéreo,General,LogiNorte,48554.91,952.8,5.5,4.7,0.0,334213483,Entregado,,0,4.1
2021-11-19,2021,11,Medellín,Ibagué,Terrestre,Líquidos,LogiNorte,13201.64,627.9,10.9,14.0,3.1,19936472,Entregado,,3,3.1
2022-09-26,2022,9,Pereira,Neiva,Aéreo,Líquidos,LogiCosta,49854.23,724.2,3.5,3.5,0.0,248493913,Retrasado,,0,4.6
2020-08-18,2020,8,Manizales,Pereira,Fluvial,Peligrosa,CargaSur,9605.44,373.9,51.3,68.7,17.4,4474886,Entregado,,0,2.2
2024-07-02,2024,7,Santa Marta,Manizales,Aéreo,Sobredimensionada,TransColombia S.A.,46218.24,433.5,6.1,5.5,0.0,147502910,Entregado,,0,4.7
2021-05-12,2021,5,Pasto,Cali,Marítimo,General,CargaSur,34720.38,489.2,67.2,54.8,0.0,20434999,Retrasado,,0,4.2
2022-12-07,2022,12,Villavicencio,Cartagena,Fluvial,Líquidos,CargoNacional,34784.05,584.4,34.6,49.6,15.0,46370988,Retrasado,,0,1.1
2021-02-15,2021,2,Villavicencio,Neiva,Marítimo,General,TransAndino,32772.42,314.2,61.3,60.7,0.0,34181272,Entregado,,0,4.9
2020-02-09,2020,2,Cartagena,Popayán,Fluvial,Refrigerada,LogiNorte,25476.16,611.3,66.2,75.4,9.2,33766171,Entregado,-2.4,0,2.5
2023-02-22,2023,2,Popayán,Neiva,Terrestre,General,MoviCarga,46121.28,492.1,8.3,11.0,2.7,12390594,Entregado,,5,2.9
2023-07-04,2023,7,Cartagena,Barranquilla,Marítimo,General,ExpressTrans,43946.0,1813.7,102.2,83.9,0.0,149849527,Entregado,,0,4.2
2022-03-15,2022,3,Manizales,Cali,Terrestre,Sobredimensionada,CargoRápido,48034.22,938.1,14.4,13.8,0.0,49607638,Entregado,,1,4.4
2021-10-01,2021,10,Popayán,Pasto,Marítimo,Sobredimensionada,CargoRápido,6675.43,1409.2,79.8,102.1,22.3,8483770,Entregado,,0,2.0
2022-12-08,2022,12,Popayán,Cali,Fluvial,Refrigerada,LogiCosta,45863.89,356.4,45.4,66.5,21.1,17143011,En Tránsito,6.4,0,2.1
2024-04-16,2024,4,Bucaramanga,Santa Marta,Fluvial,Peligrosa,TransAndino,37305.93,684.1,50.2,66.1,15.9,26675914,En Tránsito,,0,1.2
2020-02-23,2020,2,Villavicencio,Pasto,Marítimo,Líquidos,LogiCosta,30656.86,1313.8,46.2,37.8,0.0,37874454,En Tránsito,,0,4.1
2024-09-28,2024,9,Pasto,Santa Marta,Marítimo,Refrigerada,LogiNorte,24623.14,533.8,42.6,35.0,0.0,25688581,Entregado,-1.5,0,4.4
2024-02-29,2024,2,Manizales,Barranquilla,Aéreo,General,CargoNacional,46362.45,1185.6,7.2,8.2,1.0,282396472,Entregado,,0,3.7
2022-04-09,2022,4,Villavicencio,Bogotá,Fluvial,Peligrosa,LogiNorte,30614.09,632.6,47.6,55.6,8.0,93072267,Entregado,,0,3.0
2022-07-13,2022,7,Santa Marta,Popayán,Terrestre,Refrigerada,CargoRápido,26939.67,1476.6,35.5,38.0,2.5,95983018,Entregado,7.5,1,2.8
2022-03-26,2022,3,Popayán,Cartagena,Marítimo,Sobredimensionada,CargoNacional,21180.86,1342.3,29.2,33.9,4.7,33591833,Entregado,,0,3.0
2024-01-19,2024,1,Ibagué,Medellín,Aéreo,Líquidos,CargoRápido,6851.8,613.6,4.7,4.3,0.0,36759549,Retrasado,,0,4.2
2022-07-20,2022,7,Medellín,Bucaramanga,Marítimo,Refrigerada,LogiExpress,4650.44,1500.6,84.9,73.0,0.0,20716533,Entregado,7.7,0,4.6
2020-11-23,2020,11,Pereira,Pasto,Fluvial,General,CargoNacional,45621.41,517.6,51.6,46.7,0.0,74382656,Entregado,,0,4.7
2022-05-09,2022,5,Cartagena,Bucaramanga,Fluvial,Peligrosa,CargoNacional,5965.94,235.5,24.2,29.9,5.7,2321471,Entregado,,0,3.4
2023-01-18,2023,1,Villavicencio,Bogotá,Fluvial,Refrigerada,MoviCarga,29484.23,459.2,36.6,31.3,0.0,33709039,En Tránsito,2.1,0,4.6
2023-02-15,2023,2,Armenia,Popayán,Aéreo,General,CargoNacional,7497.98,853.3,2.2,3.1,0.9,64845610,Entregado,,0,3.8
2020-06-28,2020,6,Bogotá,Cali,Fluvial,Refrigerada,CargoNacional,33637.32,547.2,53.5,65.1,11.6,53492278,Entregado,0.9,0,1.9
2020-03-14,2020,3,Medellín,Armenia,Marítimo,Peligrosa,CargaSur,44886.74,1694.5,96.8,134.6,37.8,56903352,Entregado,,0,1.2
2024-10-26,2024,10,Cartagena,Pereira,Fluvial,Líquidos,MoviCarga,34821.89,547.8,18.6,24.4,5.8,78559177,Entregado,,0,3.0
2023-11-11,2023,11,Pasto,Armenia,Marítimo,Sobredimensionada,LogiCosta,42405.12,741.4,79.2,97.9,18.7,108963632,Entregado,,0,1.7
2024-02-02,2024,2,Manizales,Santa Marta,Fluvial,Refrigerada,LogiCosta,11712.81,338.8,23.6,20.8,0.0,11851543,En Tránsito,4.6,0,4.2
2023-06-14,2023,6,Pereira,Santa Marta,Terrestre,Peligrosa,CargaSur,28064.73,974.4,24.1,22.7,0.0,32926738,Entregado,,0,4.3
2022-11-03,2022,11,Ibagué,Bucaramanga,Terrestre,General,CargaSur,17133.94,1100.4,17.0,13.9,0.0,17705453,Entregado,,2,4.8
2023-10-09,2023,10,Santa Marta,Ibagué,Terrestre,Refrigerada,TransAndino,7853.78,717.9,9.6,13.7,4.1,9337894,Entregado,5.6,5,2.6
2022-12-03,2022,12,Cartagena,Manizales,Marítimo,Líquidos,CargoRápido,1034.05,1281.6,55.8,80.4,24.6,2792211,Devuelto,,0,1.2
2024-09-17,2024,9,Bogotá,Pereira,Fluvial,Líquidos,CargoNacional,28591.98,403.2,47.7,67.0,19.3,46765339,Entregado,,0,1.5
2020-03-05,2020,3,Cartagena,Santa Marta,Terrestre,Sobredimensionada,MoviCarga,18642.02,1252.7,24.0,28.0,4.0,21894049,Entregado,,2,3.3
2024-05-11,2024,5,Barranquilla,Medellín,Fluvial,Líquidos,TransColombia S.A.,39971.36,738.2,21.2,22.0,0.8,94476812,En Tránsito,,0,3.8
2021-11-01,2021,11,Cali,Armenia,Terrestre,Líquidos,CargoNacional,10338.84,103.0,1.9,2.7,0.8,840835,Retrasado,,2,4.4
2023-11-08,2023,11,Armenia,Pasto,Terrestre,Peligrosa,TransAndino,44470.38,199.5,2.8,3.7,0.9,4934524,Devuelto,,2,4.1
2021-03-05,2021,3,Bucaramanga,Barranquilla,Aéreo,Peligrosa,ExpressTrans,26660.56,972.8,6.0,5.9,0.0,74844766,En Tránsito,,0,5.0
2023-02-20,2023,2,Ibagué,Medellín,Aéreo,Líquidos,CargaSur,27513.35,471.1,7.7,10.5,2.8,83842069,Entregado,,0,2.8
2021-11-24,2021,11,Ibagué,Santa Marta,Terrestre,Refrigerada,TransColombia S.A.,23589.71,1029.5,23.3,19.5,0.0,38035251,Entregado,-2.7,4,4.9
2023-07-13,2023,7,Armenia,Neiva,Fluvial,Líquidos,CargaSur,15690.79,681.3,54.8,69.6,14.8,38689361,En Tránsito,,0,2.1
2022-08-11,2022,8,Pasto,Cali,Terrestre,Sobredimensionada,LogiExpress,22833.65,1042.5,15.2,17.1,1.9,25690209,Entregado,,1,3.6
2023-06-17,2023,6,Cartagena,Pereira,Fluvial,Refrigerada,CargaSur,39460.06,723.6,39.2,32.2,0.0,65149665,Entregado,1.0,0,4.2
2024-04-21,2024,4,Bucaramanga,Manizales,Aéreo,Líquidos,LogiExpress,20343.73,914.3,2.6,3.1,0.5,45406709,Retrasado,,0,4.0
2023-04-24,2023,4,Pereira,Barranquilla,Aéreo,Líquidos,CargoNacional,48697.2,583.8,4.0,5.5,1.5,256834880,Entregado,,0,3.9
2024-05-31,2024,5,Bucaramanga,Pasto,Aéreo,Refrigerada,LogiExpress,36994.42,911.9,7.0,6.2,0.0,245109719,Entregado,-3.7,0,4.4
2021-09-22,2021,9,Pereira,Medellín,Terrestre,Líquidos,LogiNorte,16437.67,985.2,23.2,22.1,0.0,13721377,Entregado,,4,4.9
2023-07-26,2023,7,Villavicencio,Bogotá,Aéreo,Refrigerada,TransAndino,26609.67,590.0,5.5,5.2,0.0,125704509,Entregado,2.4,0,4.9
2021-09-15,2021,9,Popayán,Pereira,Marítimo,General,LogiCosta,505.15,1976.9,62.8,55.8,0.0,1305892,Entregado,,0,4.5
2020-04-18,2020,4,Bogotá,Villavicencio,Marítimo,General,ExpressTrans,43297.41,699.9,91.4,98.3,6.9,41920498,Entregado,,0,2.9
2023-01-21,2023,1,Barranquilla,Neiva,Aéreo,Sobredimensionada,CargoNacional,9492.52,584.6,7.5,10.4,2.9,24549307,Entregado,,0,3.2
2020-10-02,2020,10,Bogotá,Cali,Terrestre,Refrigerada,TransAndino,32930.54,1463.7,32.2,28.9,0.0,121217049,Entregado,6.2,5,4.6
2022-05-21,2022,5,Pasto,Cali,Fluvial,Líquidos,LogiNorte,27647.3,442.5,33.3,31.0,0.0,38829489,Entregado,,0,4.8
2021-04-29,2021,4,Neiva,Ibagué,Marítimo,Sobredimensionada,CargoRápido,28859.98,356.9,27.6,31.4,3.8,17659896,Entregado,,0,3.5
2020-06-12,2020,6,Cali,Villavicencio,Marítimo,Sobredimensionada,CargoRápido,4003.91,1812.9,32.5,36.7,4.2,25159211,Retrasado,,0,2.6
2023-07-21,2023,7,Ibagué,Armenia,Marítimo,Líquidos,TransColombia S.A.,45188.91,1209.6,25.0,27.9,2.9,181640977,Entregado,,0,2.8
2021-12-23,2021,12,Villavicencio,Cartagena,Marítimo,Refrigerada,TransColombia S.A.,34783.05,1316.0,53.2,71.8,18.6,65364184,Entregado,2.5,0,1.9
2023-09-06,2023,9,Cartagena,Armenia,Terrestre,Peligrosa,TransAndino,4217.26,783.1,10.6,10.5,0.0,2745553,Retrasado,,2,4.3
2021-06-10,2021,6,Bogotá,Villavicencio,Terrestre,Líquidos,CargoNacional,45515.56,1121.5,16.9,17.9,1.0,47906309,Entregado,,5,3.7
2021-01-05,2021,1,Villavicencio,Ibagué,Terrestre,Peligrosa,LogiExpress,48370.55,913.5,12.5,17.3,4.8,105247961,Retrasado,,3,3.3
2021-05-02,2021,5,Manizales,Santa Marta,Aéreo,Refrigerada,LogiCosta,36744.62,545.1,5.9,7.8,1.9,52772938,Entregado,0.2,0,3.8
2024-03-08,2024,3,Villavicencio,Ibagué,Aéreo,Sobredimensionada,LogiNorte,23782.02,345.1,7.2,5.8,0.0,90145744,Retrasado,,0,4.7
2022-12-21,2022,12,Manizales,Bogotá,Terrestre,Líquidos,CargaSur,47813.56,676.1,8.8,12.3,3.5,43234391,Entregado,,2,3.3
2021-06-06,2021,6,Manizales,Pasto,Fluvial,Sobredimensionada,MoviCarga,36742.24,532.7,23.7,24.6,0.9,51400278,Retrasado,,0,4.0
2023-10-09,2023,10,Bogotá,Popayán,Terrestre,General,LogiNorte,4975.17,200.7,3.5,3.3,0.0,1206450,Entregado,,1,4.0
2023-06-22,2023,6,Medellín,Bogotá,Aéreo,Líquidos,LogiExpress,35432.95,320.0,7.1,6.3,0.0,116518228,Devuelto,,0,4.6
2021-01-13,2021,1,Popayán,Medellín,Aéreo,Peligrosa,ExpressTrans,23401.08,1136.2,5.8,8.4,2.6,122038098,Entregado,,0,3.4
2024-04-25,2024,4,Villavicencio,Bucaramanga,Marítimo,Refrigerada,LogiExpress,13936.65,406.1,61.3,91.8,30.5,8875933,Entregado,-2.7,0,1.1
2021-02-14,2021,2,Pasto,Pereira,Aéreo,Sobredimensionada,LogiExpress,7279.24,968.7,3.3,4.1,0.8,86904089,Retrasado,,0,3.6
2020-05-29,2020,5,Medellín,Manizales,Marítimo,Sobredimensionada,TransColombia S.A.,44835.97,553.1,85.5,124.2,38.7,52879571,Entregado,,0,2.1
2022-03-12,2022,3,Pasto,Bogotá,Fluvial,Sobredimensionada,LogiNorte,20255.25,623.0,60.7,51.5,0.0,18598939,Entregado,,0,4.7
2024-05-16,2024,5,Santa Marta,Medellín,Marítimo,Peligrosa,ExpressTrans,20090.68,1374.9,116.0,100.2,0.0,74708693,Entregado,,0,4.1
2022-07-30,2022,7,Villavicencio,Armenia,Marítimo,Refrigerada,CargoNacional,27768.33,1944.8,87.4,88.2,0.8,69690184,Entregado,4.0,0,4.0
2024-12-17,2024,12,Manizales,Santa Marta,Aéreo,Refrigerada,TransColombia S.A.,9735.33,919.7,5.6,6.4,0.8,24024708,Entregado,-1.0,0,4.0
2024-09-04,2024,9,Villavicencio,Santa Marta,Terrestre,General,CargaSur,2897.12,1192.3,28.6,25.2,0.0,8696935,Entregado,,5,4.5
2023-10-20,2023,10,Armenia,Popayán,Aéreo,Líquidos,MoviCarga,46248.31,236.9,2.8,3.5,0.7,88910962,Retrasado,,0,3.5
2023-12-07,2023,12,Manizales,Cali,Terrestre,Refrigerada,TransColombia S.A.,45242.65,1240.1,28.3,34.7,6.4,145222144,Entregado,-4.2,0,2.6
2023-05-03,2023,5,Villavicencio,Pasto,Aéreo,General,MoviCarga,21367.95,1011.5,7.9,10.1,2.2,140265097,Entregado,,0,3.1
2020-10-08,2020,10,Bucaramanga,Popayán,Aéreo,General,LogiCosta,8755.04,263.2,3.6,4.8,1.2,7929514,Retrasado,,0,3.7
2021-05-13,2021,5,Popayán,Pasto,Terrestre,Refrigerada,LogiExpress,39573.51,966.7,17.6,16.0,0.0,103254744,Retrasado,-4.0,0,4.2
2020-07-01,2020,7,Neiva,Manizales,Marítimo,Sobredimensionada,TransAndino,34648.68,650.5,85.4,99.6,14.2,50235030,Entregado,,0,1.9
2020-03-18,2020,3,Pasto,Cali,Fluvial,Líquidos,LogiExpress,31396.86,658.7,32.9,26.4,0.0,25170464,Entregado,,0,4.5
2020-07-14,2020,7,Pasto,Bucaramanga,Aéreo,Sobredimensionada,MoviCarga,13893.69,393.7,6.8,8.7,1.9,63102585,Entregado,,0,3.7
2023-10-04,2023,10,Popayán,Bogotá,Terrestre,Peligrosa,ExpressTrans,10558.53,414.5,6.4,9.1,2.7,7146269,Entregado,,0,3.2
2023-01-05,2023,1,Cali,Barranquilla,Terrestre,Sobredimensionada,CargoRápido,5891.65,1347.9,19.6,23.8,4.2,10442332,Entregado,,1,3.2
2021-10-29,2021,10,Barranquilla,Armenia,Terrestre,Peligrosa,MoviCarga,4993.4,1119.7,15.0,15.9,0.9,5879929,Entregado,,3,4.1
2020-04-21,2020,4,Popayán,Pereira,Aéreo,Refrigerada,LogiCosta,22804.04,587.3,2.8,3.7,0.9,137926871,Entregado,-2.4,0,3.6
2023-11-18,2023,11,Pasto,Bogotá,Marítimo,Refrigerada,LogiExpress,42597.4,1079.6,40.4,42.0,1.6,152701830,Entregado,5.3,0,4.1
2023-06-06,2023,6,Popayán,Cali,Aéreo,General,LogiNorte,42862.99,689.2,8.0,9.7,1.7,272514464,Retrasado,,0,4.2
2024-02-16,2024,2,Armenia,Barranquilla,Aéreo,Peligrosa,LogiNorte,29015.4,1091.8,5.6,5.1,0.0,184447843,Devuelto,,0,5.0
2020-03-23,2020,3,Santa Marta,Villavicencio,Terrestre,Sobredimensionada,CargoRápido,19776.58,1224.1,18.0,15.6,0.0,42079540,Entregado,,0,4.6
2020-01-26,2020,1,Neiva,Villavicencio,Fluvial,Refrigerada,CargoNacional,17984.44,305.4,71.9,58.3,0.0,13863598,Entregado,1.0,0,4.6
2023-04-10,2023,4,Bogotá,Ibagué,Fluvial,Refrigerada,LogiNorte,9328.79,716.5,49.6,64.1,14.5,5475598,Entregado,0.0,0,2.0
2022-12-23,2022,12,Bogotá,Bucaramanga,Fluvial,Peligrosa,LogiCosta,27167.51,666.4,59.3,50.8,0.0,84913947,En Tránsito,,0,4.1
2023-10-13,2023,10,Bucaramanga,Bogotá,Terrestre,Sobredimensionada,CargaSur,23321.11,109.3,2.0,2.5,0.5,5766301,Entregado,,4,4.2
2021-02-23,2021,2,Cali,Pereira,Aéreo,Líquidos,LogiExpress,32487.02,937.4,6.5,9.2,2.7,309750485,Entregado,,0,3.3
2021-10-18,2021,10,Bucaramanga,Cartagena,Fluvial,Peligrosa,TransColombia S.A.,3262.12,374.4,41.2,48.1,6.9,1684764,Retrasado,,0,3.2
2022-12-27,2022,12,Popayán,Cartagena,Fluvial,Líquidos,CargaSur,40015.2,764.5,60.5,88.2,27.7,38433912,En Tránsito,,0,1.7
2020-06-13,2020,6,Pereira,Cali,Marítimo,General,LogiExpress,8321.83,490.4,38.2,34.6,0.0,6048395,Retrasado,,0,4.0
2022-05-03,2022,5,Manizales,Ibagué,Aéreo,Sobredimensionada,CargaSur,21064.49,937.7,2.1,2.0,0.0,50479232,Entregado,,0,4.8
2022-11-30,2022,11,Manizales,Bucaramanga,Fluvial,Líquidos,CargaSur,32822.45,661.4,41.2,52.2,11.0,61361981,Entregado,,0,1.7
2023-03-07,2023,3,Cali,Armenia,Marítimo,Refrigerada,ExpressTrans,11416.42,932.2,51.7,72.0,20.3,9259235,Entregado,7.4,0,1.9
2020-11-25,2020,11,Neiva,Ibagué,Marítimo,Refrigerada,CargoNacional,41982.65,1477.9,88.0,79.9,0.0,56297360,Retrasado,-0.9,0,4.1
2021-06-17,2021,6,Bucaramanga,Cali,Aéreo,Líquidos,TransColombia S.A.,33311.11,1178.0,2.9,3.2,0.3,469017513,Retrasado,,0,3.6
2020-02-21,2020,2,Pereira,Ibagué,Aéreo,Sobredimensionada,CargaSur,7887.06,1170.2,5.3,6.1,0.8,70202550,Entregado,,0,4.4
2024-03-24,2024,3,Pasto,Neiva,Aéreo,Líquidos,TransAndino,17000.35,312.3,4.9,4.1,0.0,37685582,Entregado,,0,4.0
2023-06-18,2023,6,Armenia,Barranquilla,Fluvial,Peligrosa,LogiExpress,16385.69,545.3,23.7,27.7,4.0,38734201,Entregado,,0,2.7
2020-06-20,2020,6,Ibagué,Popayán,Fluvial,General,CargoRápido,19781.74,468.8,48.2,55.8,7.6,9894357,En Tránsito,,0,2.9
2024-01-06,2024,1,Armenia,Pereira,Marítimo,Sobredimensionada,CargaSur,708.32,886.4,53.6,59.6,6.0,1135997,Devuelto,,0,3.4
2024-02-27,2024,2,Pereira,Armenia,Fluvial,Peligrosa,CargoNacional,40303.07,780.7,37.4,53.4,16.0,42395023,Entregado,,0,1.1
2021-03-01,2021,3,Cartagena,Ibagué,Marítimo,General,LogiCosta,37830.09,450.4,63.3,91.2,27.9,31125395,Entregado,,0,2.1
2024-03-26,2024,3,Popayán,Cali,Aéreo,Refrigerada,LogiNorte,14544.21,690.6,6.9,7.0,0.1,78635492,Entregado,4.6,0,3.7
2024-06-08,2024,6,Bogotá,Barranquilla,Marítimo,Peligrosa,TransAndino,6296.43,1432.1,51.6,47.8,0.0,31221448,Retrasado,,0,4.0
2024-04-15,2024,4,Cartagena,Ibagué,Terrestre,Líquidos,CargaSur,29095.18,870.1,11.6,14.4,2.8,42786137,En Tránsito,,5,3.3
2022-02-03,2022,2,Ibagué,Villavicencio,Terrestre,Peligrosa,CargoNacional,29124.56,261.9,4.5,5.8,1.3,10628954,En Tránsito,,0,3.8
2022-05-09,2022,5,Manizales,Bucaramanga,Terrestre,Peligrosa,ExpressTrans,26527.66,1407.7,23.2,31.0,7.8,35779016,Entregado,,0,3.1
2020-12-08,2020,12,Ibagué,Bucaramanga,Marítimo,Peligrosa,ExpressTrans,34303.64,1470.2,33.2,40.0,6.8,104382969,Entregado,,0,3.0
2022-02-02,2022,2,Villavicencio,Santa Marta,Fluvial,Peligrosa,CargoNacional,5210.65,250.5,25.3,23.6,0.0,5775883,Entregado,,0,4.8
2022-12-12,2022,12,Armenia,Ibagué,Terrestre,Sobredimensionada,TransAndino,45809.95,219.0,4.8,3.9,0.0,13749624,Entregado,,5,4.4
2024-07-31,2024,7,Santa Marta,Manizales,Marítimo,Refrigerada,ExpressTrans,1535.1,1684.8,45.3,63.4,18.1,2122001,Retrasado,-3.4,0,1.2
2020-06-09,2020,6,Pereira,Villavicencio,Terrestre,General,TransColombia S.A.,38757.15,1148.1,27.5,24.1,0.0,110470149,En Tránsito,,4,4.6
2022-08-18,2022,8,Medellín,Bucaramanga,Terrestre,General,ExpressTrans,33412.56,1144.1,16.0,23.1,7.1,38743492,Devuelto,,1,2.7
2021-12-20,2021,12,Bogotá,Cali,Aéreo,Peligrosa,LogiCosta,17457.04,360.6,5.0,6.5,1.5,28789486,Devuelto,,0,3.6
2023-03-30,2023,3,Villavicencio,Bogotá,Aéreo,Refrigerada,ExpressTrans,8671.5,954.0,2.0,2.6,0.6,112556241,Entregado,6.1,0,4.0
2023-11-30,2023,11,Pasto,Cali,Fluvial,General,CargoNacional,41753.63,787.8,37.4,43.4,6.0,88006057,En Tránsito,,0,2.8
